Report,NoisyOR_Score,Positive Bigrams,Positive Unigrams,CRSHNMBR,CRSHDATE,CRSHTIME,NTFYHOUR,ONHWY,ONSTR,ATHWY,ATSTR,HWYCLASS,LATDECDG,LONDECDG
"~DRIVER OF UNIT 1 STATED SHE WAS TRAVELING SOUTHBOUND 10TH AVE AT MAPLE ST WHEN UNIT 2 DROVE THROUGH THE INTERSECTION IN FRONT OF HER. DRIVER OF UNIT 1 STATED SHE SAW UNIT 2 ENTER THE INTERSECTION SO SHE SLAMMED ON HER BRAKES BUT WAS UNABLE TO STOP IN TIME AND STRUCK UNIT 2. DRIVER OF UNIT 1 STATED THE TRAFFIC LIGHT WAS GREEN FOR TRAFFIC ON 10TH AVE. DRIVER OF UNIT 2 STATED SHE WAS TRAVELING WESTBOUND MAPLE ST APPROACHING THE INTERSECTION OF MAPLE // 10TH AVE. DRIVER OF UNIT 2 STATED AS SHE REACHED THE INTERSECTION THE LIGHT TURNED YELLOW. DRIVER OF UNIT 2 STATED SHE PROCEEDED THROUGH THE YELLOW LIGHT THROUGH THE INTERSECTION AND WAS STRUCK BUY UNIT 1. PASSENGER OF UNIT 2 STATED HE WAS LOOKING AT HIS PHONE AND DID NOT SEE WHAT HAPPENED. SEVERAL CONSTRUCTION WORKERS WHO WERE WORKING ON THE SIDEWALK AT THE INTERSECTION STATED THE LIGHT WAS RED FOR TRAFFIC ON MAPLE ST AT THE TIME OF THE CRASH.~~
",0.996132567,"['several construction', 'construction workers']","['construction', 'workers']",190503408,5/13/2019,1342,13,,MAPLE ST,63,,R CITY,44.9657242,-92.37493659
"~""I WAS DISPATCHED TO A SINGLE CAR PROPERTY DAMAGE CRASH THAT OCCURRED ON THE FREEWAY OVERPASS FROM NORTHBOUND I894 TO WESTBOUND I94 IN THE CITY/COUNTY OF MILWAUKEE.   I ARRIVED ON SCENE AND OBSERVED A SINGLE VEHICLE THAT WAS DISABLED. THE VEHICLE HAD DISABLING FRONT AND REAR END DAMAGE. IT WAS FACING THE WRONG DIRECTION AND BLOCKING TRAFFIC IN BOTH THE LEFT DISTRESS LANE AND LANE 1. THAT WAS FACING THE WRONG DIRECTION. THE VEHICLE WAS NOT MOVABLE,       I SPOKE WITH THE OPERATOR OF UNIT 1 WHO STATED, """"I WAS IN THE SLOW LANE AND DIDN'T KNOW THERE WAS ICE. THE GUY IN FRONT OF ME WAS WEAVING.   UPON INVESTIGATION IT WAS DETERMINED THAT UNIT 1 WAS TRAVELING NORTHBOUND ON A 2 LANE FREEWAY OVERPASS FROM I894 TO WESTBOUND I94 THROUGH THE ZOO INTERCHANGE. LANE 2 (SLOW LANE) WAS ICY WHICH CAUSED IT TO SLIDE ACROSS LANE, ROTATE 180 DEGREES AND COLLIDE WITH THE CONCRETE TRAFFIC BARRIER.   NO INJURIES WERE REPORTED. THE VEHICLE WAS TOWED BY N&S TOWING.""~~X, 48
",0.996054408,"['northbound i894', 'the zoo', 'zoo interchange', 'i94 through', 'lane was']",['zoo'],190406512,4/15/2019,547,5,894,,41,USH 41,U IH,43.02684624,-88.03672556
"~UNIT'S 1 AND 2 WERE TRAVELING E/B IN THE 9500BLK OF W. GREENFIELD AVE WITH UNIT #2 IN FRONT OF UNIT #1.  DIFFERENT MOTOR VEHICLES WERE MERGING AHEAD OF UNIT #2 DUE TO A LANE CLOSURE AHEAD.  UNIT #2 HAD TO BRAKE DUE VEHICLES MERGING IN FRONT OF THEM. .WHEN UNIT #2 BRAKED UNIT #1 REAR-ENDED IT AND THEN DISTANCE WAS CREATED SO BOTH UNIT'S WERE NO LONGER TOUCHING ONE ANOTHER.  UNIT #3 HAD BEEN TRAVELING BEHIND UNIT #1 AND BRAKED DUE TO UNIT #1 STOPPING AHEAD OF THEM.  UNIT #3'S OPERATOR STATED WHEN THEY BRAKED THEY SLID ON THE WET PAVEMENT AND STRUCK THE REAR OF UNIT #1.  DUE TO THIS UNIT #1 WAS PUSH FORWARD AND STRUCK THE REAR OF UNIT #2 FOR A SECOND TIME.~~
",0.996029059,"['closure ahead', 'lane closure', 'unit 3s', 'vehicles merging', 'merging in', 'stopping ahead']",['closure'],190603542,6/12/2019,1725,17,59,,,S 95TH ST,U STH,43.01640778,-88.03096727
"~TWO VEHICLE ACCIDENT. BOTH VEHICLES 1 AND 2 WERE W/B ON STH 50, APPROX. 594 FT. EAST OF THE STH 83 NORTH/50 CROSSOVER. VEHICLE 1 WAS IN FRONT OF VEHICLE 2. VEHICLE 1 HAD SLOWED DOWN DUE TO A UPCOMING CONSTRUCTION ZONE. VEHICLE 2 OPERATOR  ADVISED VEHICLE 1 SLOWED SUDDENLY, HE STATED WHEN THIS HAPPENED, HE DID NOT HAVE ENOUGH TIME TO SLOW DOWN, AND HE REAR ENDED VEHICLE 1. AFTER THE COLLISION, BOTH VEHICLES ENDED UP IN THE DITCH (NOT SHOWN).~~
",0.995799807,"['construction zone', 'upcoming construction', 'zone vehicle']","['construction', 'zone']",190904637,9/18/2019,838,8,50,,CRO,,R STH,42.5814065,-88.21619299
"~UNIT 2 IS A TAXI WITH BROWN CAB.  OPERATOR OF UNIT 2 SAID SHE MISSED A TURN AND WAS TURNING AROUND IN THE DRIVEWAY TO 164 N PRAIRIE ST.  OPERATOR OF UNIT 2 SAID HER BACK UP WARNING SIGNAL WAS ACTIVE AND SHE WAS CAUTIOUSLY BACKING OUT OF DRIVEWAY WHEN SHE HEARD A CRUNCHING SOUND AND REALIZED UNIT 1 WAS BEHIND HER.  OPERATOR OF UNIT 1 SAID SHE WAS BACKING OUT OF HER DRIVEWAY AND STOPPED JUST BEFORE UNIT 2 STRUCK HER.  A CONSTRUCTION WORKER AT 164 N PRAIRIE ST, DWAYNE RATHSACK, SAID HE WITNESSED THE INCIDENT AND BELIEVED UNIT 2 WAS WELL INTO THE ROADWAY BEFORE UNIT 1 QUICKLY BACKED OUT AND STRUCK UNIT 2.  THE PASSENGER OF THE TAXI SAID SHE WAS LOOKING DOWN AT THE TIME AND DID NOT SEE WHAT HAPPENED UNTIL SHE FELT THE CRASH.  NEITHER DRIVER BELIEVED THE CRASH WAS REPORTABLE, UNTIL THE OPERATOR OF UNIT 2 REPORTED THE INCIDENT TO THE CAB COMPANY, WHO REQUIRED HER TO REPORT IT TO THE POLICE.  WITNESS IS DWAYNE D RATHSACK M/W 09/26/1979 AT 262-895-9227.~~
",0.995792549,"['construction worker', 'a construction']","['construction', 'worker', 'active']",190701246,7/2/2019,1000,12,,N PRAIRIE ST,,S PRAIRIE ST,U CITY,42.83653875,-88.74003078
"~UNIT 1, AND UNKNOWN VEHICLE, LEFT THE ROADWAY AND STRUCK A 1/2 BARREL, WHICH WAS BEING USED FOR POTTED PLANTS, AND LEFT THE SCENE.  THE BARREL WAS COMPLETELY DESTROYED.  VEHICLE TRACKS APPEAR THAT THE VEHICLE LEFT MICHIGAN AVE, SOUTHBOUND, OVER THE BARREL AND CONTINUED ONTO SOUTHBOUND 94TH ST.  AREA WAS CHECKED FOR VEHICLES WITH MATCHING DAMAGE WITH NOTHING LOCATED.~~
",0.99567254,"['barrel and', 'the barrel', 'barrel was', 'being used']","['barrel', 'barrel', 'barrel']",190310631,3/30/2019,1030,10,,94TH ST,,PRIVATE PROPERTY,U CITY,42.70089019,-87.90017301
"~UNIT 1 WAS TRAVELING SOUTHBOUND ON CTY HWY CR. CTY HWY CR WAS CLOSED AT VIEBAHN AND HAD POSTED BARRIERS AND CONES. UNIT 1 FAILED TO STOP AND STRUCK POSTED SIGNS.~~
",0.995512443,"['and cones', 'cones unit', 'was closed', 'closed at', 'barriers and']","['barriers', 'cones', 'closed']",190200343,2/2/2019,627,6,CR,,,S 42ND ST,R CTH,44.06650105,-87.70123178
"~I RESPONDED TO A PDO AT THE END OF THE SOUTH TO EAST IN THE ZOO INTERCHANGE.    THE OPERATOR OF UNIT 1 ONE WAS IN LANE #2 AND STATED THAT A SEMI WAS PASSING HER ON THE LEFT AND WAS WAY TOO CLOSE SO SHE MOVED OVER TO LANE #3.  SHE THEN SAID THAT THE SEMI CHANGED LANES AGAIN, INTO LANE #3 AND SHE HAD TO MOVE OVER AGAIN. SHE STATED THAT SHE STARTED TO SPIN AND HIT THE WALL.    UPON MY INVESTIGATION, UNIT 1 WAS TRAVELING SOUTH TO EAST THROUGH THE ZOO INTERCHANGE AND LOST CONTROL OF HER VEHICLE.  TIRE TRACKS IN THE SNOW SHOWED CLEARLY MARKED TRACKS.  THE VEHICLE STARTED TO SPIN OUT STARTING IN LANE #2. AFTER APPROXIMATELY 180 DEGREES OF TRAVEL THE CARS SPIN STOPPED AND THE VEHICLE THEN SLID BACKWARDS INTO THE RIGHT BARRIER WALL.  THERE WAS NO DAMAGE TO THE VEHICLE TO INDICATE THAT IT HAD BEEN STRUCK BY A SEMI TRAILER.  THE ONLY DAMAGE ON THE VEHICLE WAS CONSISTENT WITH WHERE IT STRUCK THE WALL.  GOVERNMENT PROPERTY WAS DAMAGED - RIGHT BARRIER WALL - MINOR SCUFFS VEHICLE TOWED BY ALL CITY TOWING  SUBJECT WAS CHECKED BY WEST ALLIS FIRE AND MED UNITS - REFUSED MEDICAL ON SCENE~~
",0.995474052,"['the zoo', 'zoo interchange', 'allis fire', 'semi changed', 'again into']","['zoo', 'zoo']",190210696,2/20/2019,1125,11,94,EASTWEST FWY,,RAMP IH 94 TO STH 181,U IH,43.02787781,-88.02165222
"~VIA RADIO, I RESPONDED TO A ONE CAR PDO THAT HIT A TRAFFIC ATTENUATOR NB I94 IN THE MITCHELL INTERCHANGE.  UPON ARRIVAL, I FOUND A RED TOYOTA 4RUNNER THAT HAD HIT THE TRAFFIC ATTENUATOR THAT SEPARATES THE SOUTH TO THE WEST RAMP AND THE NORTH BOUND ON RAMP TO I94 FROM HWY 119.   THE OPERATOR OF UNIT 1 STATED THAT WHILE TAKING THE NORTH BOUND RAMP THROUGH THE MITCHELL INTERCHANGE, HIS VEHICLE STARTED LOSING CONTROL DUE TO SNOW AND SLID INTO THE CRASH ATTENUATOR.   GOVERNMENT PROPERTY STRUCK (ATTENUATOR). NO MEDICAL REQUESTED. VEHICLE TOWED OFF SCENE BY RAYS TOWING.  DEPUTY R. WELLS #718~~SQUAD 58
",0.995471101,"['attenuator that', 'crash attenuator']","['attenuator', 'attenuator', 'attenuator', 'attenuator']",190107746,1/23/2019,516,5,119,,,W LAYTON AVE,U STH,42.95864421,-87.93365653
"~UNIT #1HAD MADE A LEFT TURN ONTO PIERCE RD FROM HWY 33 EASTBOUND, UNIT #2 HAD STARTED TO MAKE THE LEFT TURN AND SAW THAT UNIT #1 HAD STOPPED BECAUSE A BOX TRUCK COULDN'T MAKE IT AROUND BARRICADES SET UP ON PIERCE RD TO DETER TRUCK TRAFFIC FROM USING THE ROAD DUE TO THE CONSTRUCTION AT STH 33 AND CTH P. WHEN THE BOX TRUCK STARTED TO BACK UP UNIT #1 BACKED UP TO AVOID BEING STRUCK BY THE BOX TRUCK AND UNIT #1 BACKED INTO UNIT #2 WHICH HAD PULLED TO THE FAR RIGHT SIDE TO GET OUT OF THE WAY. ALL VEHICLES INVOLVED FAILED TO FOLLOW THE MARKED DETOUR ROUTE.~~
",0.99539737,"['the construction', 'construction at', 'set up']","['construction', 'barricades']",190510483,5/31/2019,725,7,,PIERCE RD,33,,R TOWN,43.43945008,-88.480024
"~UNIT 1 WAS SLOWLY DRIVING NB ON I39/90 IN THE LEFT LANE.  UNIT 2 WAS NB ON I39/90 BEHIND UNIT 1.  UNIT 2 WAS ABLE TO STOP BEFORE HITTING UNIT 1 DUE TO THE VERY LOW SPEED OF UNIT 1.  UNIT 3 WAS NB ON I39/90 IN THE LEFT LANE BEHIND UNIT 2.  UNIT 3 WAS APPLYING THE BREAKS TO AVOID A COLLISION WITH UNIT 2.  UNIT 3 WAS ALMOST STOPPED WHEN IT WAS STRUCK BY UNIT 4.  UNIT 4 WAS NB ON I39/90 IN THE LEFT LANE BEHIND UNIT 3.  UNIT 4S FRONT MADE CONTACT WITH UNIT 3S REAR.  UNIT 3 WAS PUSHED INTO UNIT 2.  UNIT 2 WAS PUSHED TO THE RIGHT SHOULDER AND BECAME DISABLED ON THE RIGHT SHOULDER.  UNIT 3 BECAME DISABLED ON THE MEDIAN SHOULDER.  A UNKNOWN UNIT MADE CONTACT WITH UNIT 1 PUSHING UNIT 1 ON TOP OF A SNOW BANK IN THE MEDIAN SHOULDER.  MINOR INJURIES WERE REPORT FOR THE DRIVER OF UNIT 3. NO OTHER OCCUPANTS REPORTED INJURIES ON SCENE.~~
",0.995314592,"['3s rear', 'unit 4s', 'unit 3s', 'front made']",[],190213300,2/22/2019,2120,21,39,,,STATELINE RD,R IH,42.49688706,-88.99241689
"~UNIT 3, UNIT 2, UNIT 1 WERE ALL TRAVELING IN A LINE WESTBOUND ON HWY 30 APPROACHING FAIR OAKS, IN SUCCESSION (UNIT 3 LEADING), IN THE RIGHT LANE.  THE LEFT LANE WAS BLOCKED BY CONSTRUCTION CONES.  UNIT 3 AND 2 SLOWED FOR TRAFFIC.  UNIT 1 REAR-ENDED UNIT 2, PUSHING HIM INTO UNIT 3.~~
",0.995163963,"['by construction', 'construction cones', 'cones unit', 'lane was']","['construction', 'cones']",190511995,5/30/2019,1754,18,30,,,COMMERCIAL AVE,U STH,43.10661951,-89.32389241
"~JULY 13TH, 2019 AT 0245 HRS  NORTHBOUND  I-94 AT COLLEGE AVE  UNIT 1 STATED TRAVELING NORTHBOUND I-94 IN LANE 1 AT 60 MPH WHEN HE HIT ORANGE TRAFFIC BARREL CAUSING AIRBAGS TO DEPLOY. HE PULLED TO THE LEFT ENDING UP IN THE MEDIAN.   UPON INVESTIGATION, UNIT 1 WAS TRAVELING NORTHBOUND I-94 NEAR COLLEGE AVE IN LANE 2 AT APPROXIMATELY 60 MPH. UNIT 1 FAILED TO MAINTAIN CONTROL OF HIS VEHICLE CAUSING HIM TO STRIKE THE CONCRETE BARRIER IN THE MEDIAN.    NO INJURIES   VEHICLE TOWED BY RAY'S TOWING   CONCRETE BARRIER STRUCK  NO ASSISTING SQUADS.~~SQ 18
",0.995081901,"['barrel causing', 'traffic barrel', 'orange traffic']","['barrel', 'orange']",190705413,7/13/2019,245,2,41,USH 41,,RAMP CTH BB TO IH 41,U STH,42.92433645,-87.93529714
"~DISPATCHED TO A ONE VEHICLE HIT AND RUN CRASH INTO THE CONCRETE BARRIER WALL N/B ON I94 AT W. EDGERTON AVE. UPON ARRIVAL, UNI1 WAS UNOCCUPIED POSITIONED IN THE RIGHT DISTRESS LANE BUTTED AGAINST THE RIGHT BARRIER WALL. I OBSERVED SEVERE IMPACT DAMAGE TO ALL AREAS OF THE VEHICLE WITH AN ORANGE CONSTRUCTION BARREL STUCK UNDERNEATH THE VEHICLE. TWO TIRES WERE COMPLETELY DISCONNECTED FROM THE VEHICLE. I OBSERVED TIRE SKID MARKS LEADING FROM THE LEFT BARRIER WALL ACROSS BOTH LANES OF TRAFFIC TO THE VEHICLE. INSIDE THE VEHICLE, I LOCATED A FULL BOTTLE OF BEER, WHAT APPEARED TO BE MARIJUANA SPREAD OUT OVER THE CENTER CONSOLE AND A FULLY LOADED PISTOL MAGAZINE LYING ON THE PASSENGER FLOOR. NO OTHER DRIVER IDENTIFYING ITEMS. THERE WAS ONLY STATE OF ILLINOIS PAPERWORK IDENTIFYING THE ABOVE LISTED SUBJECT AS THE OWNER OF THE VEHICLE. I CONTACTED CITY OF WAUKEGAN P.D. FOR MORE INFORMATION ON THE DRIVER WITH NEGATIVE RESULTS. THEY HAD NO RECORD OF MR. MICHAEL INGERSOLL.  UNIT 1 OPERATOR FLED SCENE PRIOR TO MY ARRIVAL  UPON INVESTIGATION, UNIT 1 WAS TRAVELING N/B ON I94 IN UNKNOWN LANE WHEN THE DRIVER LOST CONTROL OR CONSCIOUSNESS BEFORE DRIFTING/SWERVING INTO THE LEFT DISTRESS LANE AND STRIKING THE LEFT BARRIER WALL. THE VEHICLE PROCEEDED OF THE LEFT WALL ACROSS THE TWO N/B LANES AND ENTERED THE RIGHT DISTRESS LANE BEFORE STRIKING THE RIGHT BARRIER WALL AND STOPPING AGAINST THE WALL. DRIVER THEN FLED VEHICLE IN AN UNKNOWN DIRECTION AND WAS NEVER LOCATED. VEHICLE REMOVED BY RAYS TOWING AND A HOLD WAS PLACED ON THE VEHICLE.  DEP. SHAWN BACICH #935  NO INJURIES REPORTED NO MFD RESPONSE GOV PROPR STRUCK: CONCRETE BARRIER WALLX2~~
",0.99502776,"['orange construction', 'construction barrel', 'an orange']","['construction', 'barrel', 'orange']",190802731,8/11/2019,410,4,94,,,W EDGERTON AVE,U IH,42.95005514,-87.93479115
"~""SQUAD ARRIVED ON SCENE TO A TWO-CAR PROPERTY DAMAGE ONLY CRASH. BOTH UNITS WERE IN THE RIGHT DISTRESS LANE. BOTH OPERATORS WERE INSIDE OF THEIR VEHICLES.    OPERATOR OF UNIT #1 STATED HE WAS TRAVELING NORTHBOUND I-894 IN THE FAR LEFT LANE TO GO WESTBOUND ON I-94. HE STATED HE TRIED TO MERGE LANES TO THE RIGHT LANE AND STATED A CAR """"ZOOMED UP"""" PAST HIM IN THE RIGHT LANE AND HE HIT THE CAR.   OPERATOR OF UNIT #2  STATED HE WAS TRAVELING NORTHBOUND I-894 IN THE FAR RIGHT LANE TO GO WESTBOUND ON I-94. HE STATED THERE WAS ANOTHER CAR THAT MERGED INTO THEM FROM THE LEFT LANE.  UPON INVESTIGATION: BOTH UNITS WERE TRAVELING NORTHBOUND I-894 AND WERE TAKING THE RAMP THROUGH THE ZOO INTERCHANGE TO GO WESTBOUND ON I-94. UNIT 1 WAS TRAVELING IN LANE 1 AND UNIT 2 WAS TRAVELING IN LANE 2. UNIT 1 CHANGED LANES FROM LANE 1 TO LANE 2 AND SIDE SWIPED UNIT 2.   INJURED: OPERATOR OF UNIT 1 STATED HE HAD SHOULDER PAIN BUT REFUSED TO BE SEEN BY MEDICAL.""~~
",0.995010454,"['northbound i894', 'the zoo', 'zoo interchange', 'i894 in']",['zoo'],190807969,8/21/2019,2237,22,894,,,W SCHLINGER AVE,U IH,43.02440296,-88.03603183
"~UNIT 1, DRIVEN BY LALOR WAS DRIVING W/B ON E. JOHNSON STREET WHEN UNIT 1 STRUCK A PEDESTRIAN (BHATHENA) WHO WAS CROSSING E. JOHNSON IN THE MARKED CROSSWALK. BHATHENA WAS STRUCK BY UNIT 1'S DRIVER SIDE MIRROR. BHATHENA SUFFERED A BLOODY NOSE, CUT LIPS AND PAIN TO HER ARM. EMS RESPONDED BUT DID NOT TRANSPORT. BHATHENA SAID SHE WOULD LATER GO TO THE HOSPITAL WITH ASSISTANCE OF FAMILY. WEST BOUND TRAFFIC LANES WERE UNDER CONSTRUCTION IN THE STRETCH OF ROAD WHERE THE CRASH OCCURRED AND WEST BOUND TRAFFIC HAD BEEN DIVERTED INTO ONE OF THE PREVIOUSLY E/B LANES. THE CRASH WAS WITNESSED BY DESMOND H ROGERS (M/B) AND JASON M GRACE (M/W).~~
",0.994926986,"['under construction', 'construction in', 'diverted into', 'lanes were', '1s driver']",['construction'],190409326,4/16/2019,1652,16,,E JOHNSON ST (1),,N DICKINSON ST,U CITY,43.09169554,-89.36591543
"~SQUAD DISPATCHED TO THE CRASH INVESTIGATION SITE SOUTHBOUND I-41 GREENFIELD OFF RAMP FOR A SINGLE VEHICLE VS MEDIAN CRASH IN LANE #1 THAT OCCURRED AT SCHLINGER AVENUE.   OPERATOR OF UNIT #1 STATED SHE WAS SOUTHBOUND I-41 IN THE LEFT LANE. SHE STATED THAT SHE CHANGED LANES FROM THE MIDDLE LANE TO THE LEFT LANE AND TAPPED ON HER BRAKES WHEN SHE SAW TRAFFIC SLOWING. SHE STATED SHE STARTED TO SKID AND HIT THE MEDIAN.  UPON INVESTIGATION: UNIT 1 WAS TRAVELING SOUTHBOUND S I-41 AT SCHLINGER AVENUE IN LANE 1. OPERATOR APPLIED HER BRAKES TO SLOW FOR TRAFFIC AHEAD. OPERATOR SLID ON PACKED ICE AND STRUCK THE MEDIAN WITH THE FRONT OF HER VEHICLE. OPERATOR WAS ABLE TO TAKE HER VEHICLE OFF AT THE NEXT EXIT TO THE CRASH INVESTIGATION SITE.     GOVERNMENT PROPERTY STRUCK: SCRATCHES/PAINT TRANSFER TO MEDIAN BARRIER WALL ONLY.~~
",0.994920561,"['schlinger avenue', 'at schlinger', 's i41', 'investigation site', 'next exit']","['schlinger', 'schlinger']",190112244,1/29/2019,1148,12,41,USH 41,,W SCHLINGER AVE,U CITY,43.02432388,-88.03655687
"~UNIT 1 TRAVELING WESTBOUND ON I94 NEAR MILEPOST 40. UNIT 1 IN LANE 1 ATTEMPTING TO PASS A SEMI UNIT (UNIT 2), UNIT 2 TRAVELING IN LANE 2 BEGINS TO MERGE INTO LANE 1. UNIT 2 STRIKES UNIT 1 AND PUSHES IT INTO THE CONCRETE CONSTRUCTION BARRIER ON THE MEDIAN SHOULDER. UNIT 2 CONTINUES ON. UNIT 1 COMES TO A STOP AND THEN MOVES TO THE RIGHT SHOULDER TO WAIT FOR LAW ENFORCEMENT. DRIVER OF UNIT 1 WAS NOT ABLE TO OBTAIN ANY IDENTIFYING INFORMATION FOR UNIT 2. NO INJURIES REPORTED. CRASH REPORT INSTRUCTIONS GIVEN TO DRIVER OF UNIT 1 ON SCENE.~~
",0.994911951,"['concrete construction', 'construction barrier', 'near milepost']",['construction'],190306763,3/20/2019,1443,14,94,,,390TH ST,R IH,44.90859079,-91.96185327
"~""I WAS DISPATCHED TO A PROPERTY DAMAGE ONLY CRASH THAT OCCURRED FROM THE WEST TO THE NORTH IN THE HALE INTERCHANGE.  I ARRIVED ON SCENE AND OBSERVED UNIT 1 OFF THE ROADWAY, JACK KNIFED IN THE GRASSY AREA RAVINE ON THE LEFT OF THE INTERCHANGE RAMP.  I SPOKE WITH THE OPERATOR OF UNIT 1 WHO STATED """"I WAS DRIVING AND SAW THE SIGN TO SLOW DOWN, SO I DID.  I THINK A TIRE BLEW OUT.  I VEERED TO THE LEFT.  I TRIED TO PULL IT BACK, BUT THE TRAILER PUSHED ME DOWN INTO THE DITCH.  UPON INVESTIGATION:  UNIT 1 WAS TRAVELING FROM THE WEST TO THE NORTH IN THE HALE INTERCHANGE.  THE ROADS WERE WET WITH RAIN AND SLICK.  UNIT 1 CAME AROUND THE LEFT CURVE AND CAUGHT THE CURB ON THE LEFT.  UNIT 1 WAS UNABLE TO CORRECT, AND WENT DOWN INTO THE GRASSY EMBANKMENT.   NO INJURIES WERE REPORTED.  ASSISTING UNITS 41 TO CLOSE THE RAMP FOR APPROXIMATELY 1.2 HOURS.  TOWS:  RAYS HEAVY TOWING.  THE VEHICLE COULD NOT BE TOWED AT THIS TIME DUE TO THE AMOUNT OF TIME REQUIRED FOR LANE CLOSURE.  THE VEHICLE WAS TOWED AFTER RUSH HOUR AFTER 7PM.  GOVERNMENT PROPERTY DAMAGE:  NONE.  ON 07/01/2019 I WAS ABLE TO FOLLOW UP ON THIS INCIDENT.  I OBSERVED THE CAMERA RECORDING OF THE ABOVE INCIDENT FROM THE STATE (TMC) TRAFFIC MANAGEMENT CENTER.  I DID NOT OBSERVE ANY TIRE DEBRIS ON SCENE AND THE RECORDING DID NOT SHOW A TIRE BLOW.  RAYS TOWING SUPERVISOR MARK ALSO ADVISED THAT WHEN THE TRUCK WAS REMOVED FROM THE DITCH, ALL TIRES WERE INTACT.  THE ROADS WERE WET FROM A RECENT HEAVY DOWN POUR OF RAIN.""~~X, 32
",0.994899709,"['closure the', 'lane closure', 'the hale', 'hale interchange', 'the interchange']",['closure'],190611727,6/28/2019,1138,11,45,,41,USH 41,U STH,42.96396591,-88.03753031
"~IN THE DIAGRAM THE CONES REPRESENT A DIAMOND SHAPE CONSTRUCTION SIGN. VEHICLE ONE WAS NORTH BOUND ON HY 45 WHEN THE WIND CAUSED A COUNTY HIGH WAY PORTABLE SIGN AND SLID IT OUT INTO TRAFFIC. THE DRIVER DID NOT SEE IT UNTIL THE SIGN WAS CONTACTED DUE TO THE SEVERE RAIN AND WIND THAT WAS HAPPENING. NO INJURIES WERE NOTED. THE SIGN THAT WAS STRUCK WAS UNABLE TO BE LOCATED. THE HIGH WAY SHOP WAS NOTIFIED OF THE STRUCK SIGN AND TO RE SECURE ALL SIGNS. UNKNOWN DAMAGE TO SIGN. VEHICLE SUSTAINED MINOR FRONT END DAMAGE.~~
",0.99488127,"['all signs', 'the cones', 'construction sign']","['construction', 'cones', 'portable']",190610976,6/27/2019,1711,17,45,,,SANDY RIDGE RD,R STH,43.47687022,-88.20966043
"~DISPATCH: PATROL, CRASH.   S/B STH38/S. HOWELL AVE AT THE RUNWAY UNDERPASS 08/04/2019 1440 HRS  SQD. PERSONALLY OBSERVED THE SUBJECT VEHICLE SWERVE FROM S/B LANE #1 THROUGH THE GRASS MEDIAN STRIP, STRIKE A CONSTRUCTION SIGN, AND CONTINUE SOUTHBOUND IN THE NORTHBOUND LANE #1.  OPERATOR OF UNIT #1STATED AT THE SCENE THAT HE WAS TRAVELING S/B WHEN A CAT RAN IN FRONT OF HIM AND HE SWERVED TO AVOID IT.  OPERATOR STATED HE THEN LOST CONTROL OF THE VEHICLE AND WENT INTO THE MEDIAN GRASS.  OPERATOR STATED HE THEN HIT SOMETHING AND WENT INTO THE ONCOMING TRAFFIC LANES.  NO WITNESS STATEMENT.  UPON INVESTIGATION: VEHICLE WAS TRAVELING S/B STH38 IN LANE 1 WHEN IT VEERED LEFT INTO THE MEDIAN.  VEHICLE PASSED THROUGH THE GRASS MEDIAN, WHERE IT STRUCK A CONSTRUCTION SIGN, AND CONTINUED SOUTHBOUND IN THE NORTHBOUND LANES.    NO INJURIES ASSISTING SQ: 203 UNIT #1 TOWED BY N&S TOWING NO FIRE~~
",0.994748386,"['a construction', 'construction sign', 'lanes no', 'hrs sqd']","['construction', 'construction']",190801988,8/4/2019,1448,14,38,S HOWELL AVE,,CROSSOVER STH 38,U STH,42.94162904,-87.90944351
